Cálculo1,num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,positiva_alcohol
1,2023S030260,24/09/2023,18:05:00,CALL. GORDOLOBO / CALL. ACEREIRO,17,10,LATINA,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S014438,09/04/2023,18:00:00,"CALL. CONDES DEL VAL, 11",11,5,CHAMARTÍN,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 65 a 69 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S006132,23/02/2023,18:00:00,"CMNO. PERALES, 102",102,12,USERA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S014438,09/04/2023,18:00:00,"CALL. CONDES DEL VAL, 11",11,5,CHAMARTÍN,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S009109,12/03/2023,17:58:00,CALL. BARICHARA / CALL. GREGORIO SANCHEZ HERRAEZ,2,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,Más de 74 años,Mujer,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S020013,19/05/2023,17:50:00,"CALL. GUILLERMO DE OSMA, 27",27,2,ARGANZUELA,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S023965,27/06/2023,17:50:00,PLAZA. CASTILLA / PASEO. CASTELLANA,1,6,TETUÁN,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,0,Desconocida,Negativo
1,2023S003385,04/02/2023,17:48:00,CALL. BRAVO MURILLO / CALL. AMALIA,332,6,TETUÁN,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S014557,10/04/2023,17:46:00,"AVDA. SANTA CATALINA-ENTREVIAS, 11",11,13,PUENTE DE VALLECAS,Solo salida de la vía,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,1,Atención en urgencias sin posterior ingreso,Positivo
1,2023S008470,09/03/2023,17:45:00,"PASEO. EMBARCADERO, 2",2,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Pasajero,De 35 a 39 años,Mujer,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S011772,26/03/2023,17:45:00,"CALL. RECTOR ROYO-VILLANOVA, 6",6,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S008470,09/03/2023,17:45:00,"PASEO. EMBARCADERO, 2",2,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S023441,20/06/2023,17:45:00,"PASEO. CASTELLANA, 259B",,8,FUENCARRAL-EL PARDO,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S026501,30/07/2023,17:45:00,"CALL. JUAN JOSE MARTINEZ SECO, 44",44,17,VILLAVERDE,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,0,Desconocida,Negativo
1,2023S028384,01/09/2023,17:45:00,CALL. SAN HILARIO / CALL. GONZALO TORRENTE BALLESTER,5,20,SAN BLAS-CANILLEJAS,Colisión frontal,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,0,Desconocida,Negativo
1,2023S028385,01/09/2023,17:40:00,AVDA. LOGROÑO / CALL. MANUEL AZAÑA,14,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S029231,12/09/2023,17:40:00,CMNO. PRINCIPE / CMNO. ROMEROS,2,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S023666,23/06/2023,17:37:00,"CALL. TOLEDO, 172",172,2,ARGANZUELA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,3,Ingreso superior a 24 horas,Negativo
1,2023S027177,10/08/2023,17:35:00,"CALL. RICARDO ORTIZ, 84",84,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S010878,22/03/2023,17:30:00,CALL. HERMANOS GARCIA NOBLEJAS / CALL. CASTILLO DE AREVALO,69,20,SAN BLAS-CANILLEJAS,Colisión frontal,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S010878,22/03/2023,17:30:00,CALL. HERMANOS GARCIA NOBLEJAS / CALL. CASTILLO DE AREVALO,69,20,SAN BLAS-CANILLEJAS,Colisión frontal,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S002256,26/01/2023,17:26:00,AVDA. PABLO IGLESIAS / AVDA. DOCTOR FEDERICO RUBIO Y GALI,82,6,TETUÁN,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S022421,09/06/2023,17:24:00,"CALL. ESTOCOLMO, 16C",,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S005258,16/02/2023,17:20:00,CALL. CEA BERMUDEZ / GUZMAN EL BU,50,7,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,Negativo
1,2023S000281,05/01/2023,17:20:00,CALL. MAYOR / TRVA. BRINGAS,1,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 55 a 59 años,Mujer,0,Desconocida,Negativo
1,2023S026445,29/07/2023,17:18:00,"CALL. TOLEDO, 180",180,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S003762,07/02/2023,17:10:00,AVENIDA DE LOS ROSALES CON M-301,0,17,VILLAVERDE,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S028691,05/09/2023,17:10:00,CALL. MENDEZ ALVARO / CALL. RETAMA,83,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S015669,15/04/2023,17:10:00,AVDA. BUENOS AIRES / ENTREVIAS,101,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,0,Desconocida,Negativo
1,2023S013283,05/04/2023,17:00:00,PASEO. CHOPERA / MADRI RIO,14,2,ARGANZUELA,Atropello a animal,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S002785,31/01/2023,17:00:00,"CALL. SAGASTA, 28",28,1,CENTRO,Colisión lateral,Sin información,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,0,Desconocida,Negativo
1,2023S018263,03/05/2023,17:00:00,"CALL. LA GRANJA DE SAN ILDEFONSO, 17",17,18,VILLA DE VALLECAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,0,Desconocida,Negativo
1,2023S014089,08/04/2023,16:55:00,"CALL. GRAN VIA, 22",22,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,0,Desconocida,Negativo
1,2023S011942,28/03/2023,16:50:00,CALL. CONDE DE PEÑALVER / CALL. MALDONADO,63,4,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,0,Desconocida,Negativo
1,2023S029404,14/09/2023,16:45:00,"CALL. HERNANI, 23",23,6,TETUÁN,Colisión lateral,Despejado,Bicicleta,Conductor,Desconocido,Otro,0,Desconocida,Negativo
1,2023S028219,30/08/2023,16:45:00,"PASEO. CASTELLANA, 72",72,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S014453,09/04/2023,16:35:00,"CALL. ISLA DE OZA, 47",47,9,MONCLOA-ARAVACA,Colisión frontal,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S028220,30/08/2023,16:35:00,"AVDA. LOS ROSALES, 113",113,17,VILLAVERDE,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 15 a 17 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S006664,26/02/2023,16:35:00,"PASEO. GENERAL MARTINEZ CAMPOS, 21",21,7,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S029833,19/09/2023,16:30:00,CALL. COSTA RICA / CALL. CHILE,9,5,CHAMARTÍN,Colisión frontal,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S018359,04/05/2023,16:30:00,"PASEO. FERNAN NUÑEZ, 14",14,3,RETIRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S029153,11/09/2023,16:30:00,CALL. ASCAO / CALL. HERMANOS GARCIA NOBLEJAS,86,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S005357,17/02/2023,16:30:00,"CALL. JACOBINIA, 24",24,11,CARABANCHEL,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,0,Desconocida,Negativo
1,2023S019712,16/05/2023,16:27:00,"AVDA. CIUDAD DE BARCELONA, 208",208,3,RETIRO,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,Negativo
1,2023S026574,31/07/2023,16:20:00,"PASEO FERNÁN NÚNEZ, 1",1,3,RETIRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S015656,15/04/2023,16:15:00,PASEO RUPERTO CHAPÍ 0,10,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Pasajero,De 30 a 34 años,Mujer,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S015656,15/04/2023,16:15:00,PASEO RUPERTO CHAPÍ 0,10,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S014081,08/04/2023,16:15:00,"CTRA. TELEFERICO, 1 - CASA DE CAMPO",1,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S015400,13/04/2023,16:15:00,"PASEO. PRADO, 40",40,1,CENTRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S018661,06/05/2023,16:15:00,"AVDA. MENENDEZ PELAYO, 71",71,3,RETIRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S007709,04/03/2023,16:12:00,"CALL. TOLEDO, 174",174,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S024707,06/07/2023,16:10:00,AVDA. GENERAL PERON / CALL. AVIADOR ZORITA,8,6,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S025347,14/07/2023,16:05:00,"CALL. LUCHANA, 23",23,7,CHAMBERÍ,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S006670,26/02/2023,16:04:00,"PASEO. INFANTA ISABEL, 1",1,3,RETIRO,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S029604,16/09/2023,16:00:00,"CALL. GENERAL PARDIÑAS, 31",31,4,SALAMANCA,Otro,Sin información,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S004504,11/02/2023,16:00:00,CALLE OBOLO,25,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,Desconocido,Otro,0,Desconocida,Negativo
1,2023S028916,08/09/2023,16:00:00,"CALL. PRINCESA, 96",96,9,MONCLOA-ARAVACA,Otro,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S026828,04/08/2023,15:58:00,"CALL. MARQUES DE URQUIJO, 40",40,9,MONCLOA-ARAVACA,Caída,LLuvia intensa,Bicicleta,Conductor,De 60 a 64 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S027226,11/08/2023,15:55:00,"IDB. PARQUE CUÑA VERDE, 0",0,19,VICÁLVARO,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S022936,14/06/2023,15:54:00,CALL. JEMENUÑO / PASEO. IMPERIAL,,2,ARGANZUELA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,3,Ingreso superior a 24 horas,Negativo
1,2023S025766,20/07/2023,15:50:00,"CALL. DOCTOR VELASCO, 14",14,3,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S022328,08/06/2023,15:50:00,"CALL. SERRANO, 13",13,4,SALAMANCA,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S003248,03/02/2023,15:50:00,AVDA. SAN LUIS / CALL. BURGO DE OSMA,55,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,0,Desconocida,Negativo
1,2023S028217,30/08/2023,15:49:00,"PASEO. CASTELLANA, 59",59,7,CHAMBERÍ,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,Desconocido,Otro,0,Desconocida,Negativo
1,2023S027021,07/08/2023,15:45:00,"PASEO. INFANTA ISABEL, 1",1,3,RETIRO,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S024616,05/07/2023,15:45:00,AVDA. MANZANARES / SENDA CICLABLE PK 6.4 (MADRID RÍO),210,12,USERA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S000136,03/01/2023,15:45:00,PASEO. CASTELLANA / MIGUEL AN,51,7,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,3,Ingreso superior a 24 horas,Negativo
1,2023S011217,24/03/2023,15:43:00,"AVDA. LUIS ARAGONES, 2",2,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S011217,24/03/2023,15:43:00,"AVDA. LUIS ARAGONES, 2",2,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S004793,12/02/2023,15:30:00,CALL. PRINCIPE DE VERGARA / DON RAMON,41,4,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S017221,25/04/2023,15:30:00,CALL. ATOCHA / LUIS V,26,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S011620,25/03/2023,15:30:00,"CALL. ALBERTO AGUILERA, 32",32,7,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S021402,31/05/2023,15:25:00,GTA. MARQUES DE VADILLO / CALL. ANTONIO DE LEYVA,5,11,CARABANCHEL,Alcance,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S025439,15/07/2023,15:20:00,AVDA. CIUDAD DE BARCELONA / AVDA. PAZ,226,3,RETIRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S006922,01/03/2023,15:20:00,"CALL. VELAZQUEZ, 52",52,4,SALAMANCA,Colisión frontal,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S025629,18/07/2023,15:20:00,CALL. MANUELA MALASAÑA / CALL. MONTELEON,1,1,CENTRO,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S028149,29/08/2023,15:20:00,CALL. MAQUINILLA / CALL. TRANVIA BLANCO,26,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S021268,29/05/2023,15:20:00,CALL. PEÑARANDA DE BRACAMONTE / AVDA. LAS SUERTES,12,18,VILLA DE VALLECAS,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S027524,17/08/2023,15:17:00,PLAZA. CEBADA / CALL. TOLEDO,1,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,0,Desconocida,Negativo
1,2023S018464,05/05/2023,15:15:00,"CALL. FERNANDEZ DE LOS RIOS, 38",38,7,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S000578,09/01/2023,15:15:00,"AVDA. MENENDEZ PELAYO, 89",89,3,RETIRO,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,Negativo
1,2023S002329,27/01/2023,15:14:00,"AVDA. ALBUFERA, 12",12,13,PUENTE DE VALLECAS,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,14,Sin asistencia sanitaria,Negativo
1,2023S017321,26/04/2023,15:10:00,CALL. ALCALA / CIBELES,57,4,SALAMANCA,Colisión fronto-lateral,Sin información,Bicicleta,Conductor,De 35 a 39 años,Hombre,0,Desconocida,Negativo
1,2023S021195,28/05/2023,15:10:00,"CALL. BRAVO MURILLO, 377",377,6,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S020166,20/05/2023,15:00:00,CALL. CARRANZA / CALL. RUIZ,11,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S030426,25/09/2023,14:50:00,"CALL. SAN BERNARDO, 1",1,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S023201,17/06/2023,14:50:00,"CALL. VIA CARPETANA, 43",43,11,CARABANCHEL,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S002851,01/02/2023,14:48:00,"CALL. SANTA ENGRACIA, 17",17,7,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S028069,27/08/2023,14:46:00,CALL. MARQUES DE URQUIJO / CALL. FERRAZ,38,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S022404,09/06/2023,14:45:00,CALL. DON RAMON DE LA CRUZ / CALL. CLAUDIO COELLO,12,4,SALAMANCA,Colisión fronto-lateral,Sin información,Bicicleta,Conductor,De 35 a 39 años,Hombre,0,Desconocida,Negativo
1,2023S026113,24/07/2023,14:45:00,"CALL. CIDAMON, 9",9,15,CIUDAD LINEAL,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,0,Desconocida,Negativo
1,2023S005057,15/02/2023,14:45:00,CALL. MESENA / CALL. ALMARZA,98,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S027567,18/08/2023,14:45:00,"CALL. SESEÑA, 79",79,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S014547,10/04/2023,14:45:00,"CALL. GRAN VIA, 3",3,1,CENTRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S022792,12/06/2023,14:40:00,CALL. ALCALA / PTA. ALCALA,59,4,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S004871,13/02/2023,14:40:00,CALL. ALCALA / CALL. BARQUILLO,49,1,CENTRO,Colisión lateral,Sin información,Bicicleta,Conductor,De 21 a 24 años,Hombre,0,Desconocida,Negativo
1,2023S019582,14/05/2023,14:36:00,CALL. GENERAL RICARDOS / MANUEL LAME,171,11,CARABANCHEL,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S025211,12/07/2023,14:35:00,"PASEO. EXTREMADURA, 3",3,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S002718,30/01/2023,14:35:00,AVDA. ALBERTO ALCOCER / CALL. PADRE DAMIAN,42,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S026480,29/07/2023,14:35:00,"PASEO. CAMOENS Y VALERO, 4",4,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S015833,17/04/2023,14:33:00,CALL. PUERTO DE ARLABAN / CALL. VENTA DE LA HIGUERA,111,13,PUENTE DE VALLECAS,Otro,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S025248,13/07/2023,14:31:00,PLAZA. REPUBLICA DOMINICANA / CALL. COSTA RICA,4,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S025689,19/07/2023,14:30:00,PLAZA. EMPERADOR CARLOS V / AVDA. CIUDAD DE BARCELONA,3,2,ARGANZUELA,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S026682,02/08/2023,14:30:00,"CALL. SANTA LEONOR, 61",61,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S003577,06/02/2023,14:30:00,"CALL. LOPEZ DE HOYOS, 299",299,15,CIUDAD LINEAL,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S014531,10/04/2023,14:30:00,CALLE CAMINO VIEJO DE LEGANES,5,11,CARABANCHEL,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,14,Sin asistencia sanitaria,Negativo
1,2023S027520,17/08/2023,14:28:00,"AVDA. COMPLUTENSE, 40",40,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S026107,24/07/2023,14:25:00,CALL. PRINCIPE DE VERGARA / CALL. GOYA,22,4,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S010535,20/03/2023,14:25:00,CALL. HALCONERO DEL REY / CREMATORIO,0,11,CARABANCHEL,Colisión fronto-lateral,Sin información,Bicicleta,Conductor,De 45 a 49 años,Hombre,0,Desconocida,Negativo
1,2023S024912,08/07/2023,14:20:00,AVDA. CANILLEJAS A VICALVARO / AUTOV. M-40,155,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S021522,01/06/2023,14:20:00,"CALL. ORENSE, 33",33,6,TETUÁN,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
